,HS6,OD,DO,POPIS
1323,290322,2017-01-01,2999-12-31,Trichlorethylen
1324,290323,2017-01-01,2999-12-31,Tetrachlorethylen (perchlorethylen)
1325,290329,2017-01-01,2999-12-31,"Nenasycené chlorderiváty acyklických uhlovodíků (kromě vinylchloridu (chlorethylenu), trichlorethylenu a tetrachlorethyl"
1326,290331,2017-01-01,2021-12-31,"Ethylendibromid (ISO) (1,2-dibromethan)"
1327,290339,2017-01-01,2021-12-31,"Fluorderiváty, bromderiváty nebo jodderiváty acyklických uhlovodíků (kromě ethylendibromidu (ISO) (1,2-dibromethan)"
1328,290341,2022-01-01,2999-12-31,Trifluormethan (HFC-23)
1329,290342,2022-01-01,2999-12-31,Difluormethan (HFC-32)
1330,290343,2022-01-01,2999-12-31,"Fluormethan (HFC-41), 1,2-difluorethan (HFC-152) a 1,1-difluorethan (HFC-152a)"
1331,290344,2022-01-01,2999-12-31,"Pentafluorethan (HFC-125), 1,1,1-trifluorethan (HFC-143a) a 1,1,2-trifluorethan (HFC-143)"
1332,290345,2022-01-01,2999-12-31,"1,1,1,2-Tetrafluorethan (HFC-134a) a 1,1,2,2-tetrafluorethan (HFC-134)"
1333,290346,2022-01-01,2999-12-31,"1,1,1,2,3,3,3-Heptafluorpropan (HFC-227ea), 1,1,1,2,2,3-hexafluorpropan (HFC-236cb), 1,1,1,2,3,3-hexafluorpropan (HFC-23"
1334,290347,2022-01-01,2999-12-31,"1,1,1,3,3-Pentafluorpropan (HFC-245fa) a 1,1,2,2,3-pentafluorpropan (HFC-245ca)"
1335,290348,2022-01-01,2999-12-31,"1,1,1,3,3-Pentafluorbutan (HFC-365mfc) a 1,1,1,2,2,3,4,5,5,5-dekafluorpentan (HFC-43-10mee)"
1336,290349,2022-01-01,2999-12-31,Nasycené fluorderiváty acyklických uhlovodíků (kromě čísel 2903 41 až 2903 48)
1337,290351,2022-01-01,2999-12-31,"2,3,3,3-Tetrafluorpropen (HFO-1234yf), 1,3,3,3-tetrafluorpropen (HFO-1234ze) a (Z)-1,1,1,4,4,4-hexafluor-2-buten (HFO-13"
1338,290359,2022-01-01,2999-12-31,"Nenasycené fluorderiváty acyklických uhlovodíků (kromě 2,3,3,3-Tetrafluorpropenu (HFO-1234yf), 1,3,3,3-tetrafluorpropenu"
1339,290361,2022-01-01,2999-12-31,Methylbromid (brommethan)
1340,290362,2022-01-01,2999-12-31,"Ethylendibromid (ISO) (1,2-dibromethan)"
1341,290369,2022-01-01,2999-12-31,"Bromderiváty nebo jodderiváty acyklických uhlovodíků (kromě methylbromidu (brommethanu) a ethylendibromidu (ISO) (1,2-di"
1342,290371,2017-01-01,2999-12-31,Chlordifluormethan
1343,290372,2017-01-01,2999-12-31,Dichlortrifluorethany
1344,290373,2017-01-01,2999-12-31,Dichlorfluorethany
1345,290374,2017-01-01,2999-12-31,Chlordifluorethany
1346,290375,2017-01-01,2999-12-31,Dichlorpentafluorpropany
1347,290376,2017-01-01,2999-12-31,"Bromchlordifluormethan, bromtrifluormethan a dibromtetrafluorethany"
1348,290377,2017-01-01,2999-12-31,"Halogenderiváty acyklických uhlovodíků obsahující dva nebo více různých halogenů, perhalogenované pouze fluorem a chlore"
1349,290378,2017-01-01,2999-12-31,Perhalogenované deriváty acyklických uhlovodíků obsahující dva nebo více různých halogenů (kromě perhalogenovaných pouze
1350,290379,2017-01-01,2999-12-31,"Halogenderiváty acyklických uhlovodíků obsahující dva nebo více různých halogenů (kromě perhalogenovaných, chlordifluorm"
1351,290381,2017-01-01,2999-12-31,"1,2,3,4,5,6-Hexachlorcyklohexan [HCH (ISO)], včetně lindanu (ISO, INN)"
1352,290382,2017-01-01,2999-12-31,"Aldrin (ISO), chlordan (ISO) a heptachlor (ISO)"
1353,290383,2017-01-01,2999-12-31,Mirex (ISO)
1354,290389,2017-01-01,2999-12-31,"Halogenderiváty cykloalkanových, cykloalkenových a cykloterpenických uhlovodíků (kromě 1,2,3,4,5,6-hexachlorcyklohexanu"
1355,290391,2017-01-01,2999-12-31,"Chlorbenzen, o-dichlorbenzen a p-dichlorbenzen"
1356,290392,2017-01-01,2999-12-31,"Hexachlorbenzen (ISO) a DDT (ISO) [klofenotan (INN), 1,1,1-trichlor-2,2-bis(p-chlorfenyl)ethan]"
1357,290393,2017-01-01,2999-12-31,Pentachlorbenzen (ISO)
1358,290394,2017-01-01,2999-12-31,Hexabrombifenyly
1359,290399,2017-01-01,2999-12-31,"Halogenderiváty aromatických uhlovodíků (kromě chlorbenzenu, o-dichlorbenzenu a p-dichlorbenzenu, hexachlorbenzenu (ISO)"
1360,290410,2017-01-01,2999-12-31,"Deriváty uhlovodíků obsahující pouze sulfoskupiny, jejich soli a ethylestery"
1361,290420,2017-01-01,2999-12-31,Deriváty uhlovodíků obsahující pouze nitro- nebo pouze nitrososkupiny
1362,290431,2017-01-01,2999-12-31,Perfluoroktansulfonová kyselina
1363,290432,2017-01-01,2999-12-31,Amonium-perfluoroktansulfonát
1364,290433,2017-01-01,2999-12-31,Lithium-perfluoroktansulfonát
1365,290434,2017-01-01,2999-12-31,Kalium-perfluoroktansulfonát
1366,290435,2017-01-01,2999-12-31,"Soli perfluoroktansulfonové kyseliny (kromě amonium-perfluoroktansulfonátu, lithium-perfluoroktansulfonátu a kalium-perf"
1367,290436,2017-01-01,2999-12-31,Perfluoroktansulfonyl fluorid
1368,290491,2017-01-01,2999-12-31,Trichlornitromethan (chlorpikrin)
1369,290499,2017-01-01,2999-12-31,"Sulfo-, nitro- nebo nitrosoderiváty uhlovodíků, též halogenované (kromě derivátů obsahujících pouze sulfoskupiny, jejich"
1370,290511,2017-01-01,2999-12-31,Methanol (methylalkohol)
1371,290512,2017-01-01,2999-12-31,1-Propanol (propylalkohol) a 2-propanol (isopropylalkohol)
1372,290513,2017-01-01,2999-12-31,1-Butanol (n-butylalkohol)
1373,290514,2017-01-01,2999-12-31,Butanoly (kromě 1-butanolu (n-butylalkohol))
1374,290516,2017-01-01,2999-12-31,Oktanol (oktylalkohol) a jeho izomery
1375,290517,2017-01-01,2999-12-31,"1-Dodekanol (laurylalkohol), 1-hexadekanol (cetylalkohol) a 1-oktadekanol (stearylalkohol)"
1376,290519,2017-01-01,2999-12-31,"Nasycené jednosytné acyklické alkoholy (kromě methanolu (methylalkoholu), 1-propanolu (propylalkoholu), 2-propanolu (iso"
1377,290522,2017-01-01,2999-12-31,Acyklické terpenické alkoholy
1378,290529,2017-01-01,2999-12-31,Nenasycené jednosytné acyklické alkoholy (kromě acyklických terpenických alkoholů)
1379,290531,2017-01-01,2999-12-31,Ethylenglykol (ethandiol)
1380,290532,2017-01-01,2999-12-31,"Propylenglykol (1,2-propandiol)"
1381,290539,2017-01-01,2999-12-31,"Dioly (kromě ethylenglykolu (ethandiolu) a propylenglykolu (1,2-propandiolu))"
1382,290541,2017-01-01,2999-12-31,"2-Ethyl-2-(hydroxymethyl)-1,3-propandiol (trimethylolpropan)"
1383,290542,2017-01-01,2999-12-31,Pentaerythritol (pentaerythrit)
1384,290543,2017-01-01,2999-12-31,Mannitol (mannit)
1385,290544,2017-01-01,2999-12-31,"D-Glucitol (sorbitol, sorbit)"
1386,290545,2017-01-01,2999-12-31,Glycerol
1387,290549,2017-01-01,2999-12-31,"Tri- a ostatní vícesytné acyklické alkoholy (kromě 2-ethyl-2-(hydroxymethyl)-1,3-propandiolu (trimethylolpropanu), penta"
1388,290551,2017-01-01,2999-12-31,Etchlorvynol (INN)
1389,290559,2017-01-01,2999-12-31,"Acyklické alkoholy a jejich halogen-, sulfo-, nitro- nebo nitrosoderiváty (kromě ethchlorvynolu (INN))"
1390,290611,2017-01-01,2999-12-31,Menthol
1391,290612,2017-01-01,2999-12-31,"Cyklohexanol, methylcyklohexanoly a dimethylcyklohexanoly"
1392,290613,2017-01-01,2999-12-31,Steroly a inositoly
1393,290619,2017-01-01,2999-12-31,"Cykloalkanové, cykloalkenové nebo cykloterpenické alkoholy a jejich halogen-, sulfo-, nitro- nebo nitrosoderiváty (kromě"
1394,290621,2017-01-01,2999-12-31,Benzylalkohol
1395,290629,2017-01-01,2999-12-31,"Aromatické cyklické alkoholy a jejich halogen-, sulfo-, nitro- nebo nitrosoderiváty (kromě benzylalkoholu)"
1396,290711,2017-01-01,2999-12-31,Fenol (hydroxybenzen) a jeho soli
1397,290712,2017-01-01,2999-12-31,Kresoly a jejich soli
1398,290713,2017-01-01,2999-12-31,"Oktylfenol, nonylfenol a jejich izomery; jejich soli"
1399,290715,2017-01-01,2999-12-31,Naftoly a jejich soli
1400,290719,2017-01-01,2999-12-31,"Monofenoly (kromě fenolu (hydroxybenzen) a jeho solí, kresolů a jejich solí, oktylfenolu, nonylfenolu a jejich izomerů a"
1401,290721,2017-01-01,2999-12-31,Resorcinol (resorcin) a jeho soli
1402,290722,2017-01-01,2999-12-31,Hydrochinon (chinol) a jeho soli
1403,290723,2017-01-01,2999-12-31,"4,4'-Isopropylidendifenol (bisfenol A, difenylolpropan) a jeho soli"
1404,290729,2017-01-01,2999-12-31,"Polyfenoly a fenolalkoholy (kromě resorcinolu a jeho solí, hydrochinonu (chinolu) a jeho solí, 4,4´-Isopropylidendifenol"
1405,290811,2017-01-01,2999-12-31,Pentachlorfenol (ISO)
1406,290819,2017-01-01,2999-12-31,Deriváty obsahující pouze halogenové substituenty a jejich soli (kromě pentachlorfenolu (ISO))
1407,290891,2017-01-01,2999-12-31,Dinoseb (ISO) a jeho soli
1408,290892,2017-01-01,2999-12-31,"4,6-Dinitro-o-kresol [DNOC (ISO)] a jeho soli"
1409,290899,2017-01-01,2999-12-31,"Halogen-, sulfo-, nitro- nebo nitrosoderiváty fenolů nebo fenolalkoholů (kromě derivátů obsahujících pouze halogenové su"
1410,290911,2017-01-01,2999-12-31,Diethylether
1411,290919,2017-01-01,2999-12-31,"Acyklické ethery a jejich halogen-, sulfo-, nitro- nebo nitrosoderiváty (kromě diethyletheru)"
1412,290920,2017-01-01,2999-12-31,"Cykloalkanové, cykloalkenové nebo cykloterpenické ethery a jejich halogen-, sulfo-, nitro- nebo nitrosoderiváty"
1413,290930,2017-01-01,2999-12-31,"Aromatické ethery a jejich halogen-, sulfo-, nitro- nebo nitrosoderiváty"
1414,290941,2017-01-01,2999-12-31,"2,2'-Oxydiethanol (diethylenglykol, digol)"
1415,290943,2017-01-01,2999-12-31,Monobutylethery ethylenglykolu nebo diethylenglykolu
1416,290944,2017-01-01,2999-12-31,Ostatní monoalkylethery ethylenglykolu nebo diethylenglykolu (kromě monobutyletherů)
1417,290949,2017-01-01,2999-12-31,"Etheralkoholy a jejich halogen-, sulfo-, nitro- nebo nitrosoderiváty (kromě 2,2'-oxydiethanolu (diethylenglykolu, digolu"
1418,290950,2017-01-01,2999-12-31,"Etherfenoly, etheralkoholfenoly a jejich halogen-, sulfo-, nitro- nebo nitrosoderiváty"
1419,290960,2017-01-01,2999-12-31,"Alkoholperoxidy, etherperoxidy, acetal- a poloacetalperoxidy, ketoperoxidy a jejich halogen-, sulfo-, nitro- nebo nitros"
1420,291010,2017-01-01,2999-12-31,Oxiran (ethylenoxid)
1421,291020,2017-01-01,2999-12-31,Methyloxiran (propylenoxid)
1422,291030,2017-01-01,2999-12-31,"1-Chlor-2,3-epoxypropan (epichlorhydrin)"
1423,291040,2017-01-01,2999-12-31,"Dieldrin (ISO, INN)"
1424,291050,2017-01-01,2999-12-31,Endrin (ISO)
1425,291090,2017-01-01,2999-12-31,"Epoxidy, epoxyalkoholy, epoxyfenoly a epoxyethery s tříčlenným kruhem a jejich halogen-, sulfo-, nitro- nebo nitrosoderi"
1426,291100,2017-01-01,2999-12-31,"Acetaly a poloacetaly (hemiacetaly), též s jinou kyslíkatou funkcí, a jejich halogen-, sulfo-, nitro- nebo nitrosoderivá"
1427,291211,2017-01-01,2999-12-31,Methanal (formaldehyd)
1428,291212,2017-01-01,2999-12-31,Ethanal (acetaldehyd)
1429,291219,2017-01-01,2999-12-31,Acyklické aldehydy bez jiné kyslíkaté funkce (kromě methanalu (formaldehydu) a ethanalu (acetaldehyd))
1430,291221,2017-01-01,2999-12-31,Benzaldehyd
1431,291229,2017-01-01,2999-12-31,Cyklické aldehydy bez jiné kyslíkaté funkce (kromě benzaldehydu)
1432,291241,2017-01-01,2999-12-31,Vanilin (4-hydroxy-3-methoxybenzaldehyd)
1433,291242,2017-01-01,2999-12-31,Ethylvanilin (3-ethoxy-4-hydroxybenzaldehyd)
1434,291249,2017-01-01,2999-12-31,"Aldehydalkoholy, aldehydethery, aldehydfenoly a aldehydy s jinou kyslíkatou funkcí (kromě vanilinu (4-hydroxy-3-methoxyb"
1435,291250,2017-01-01,2999-12-31,Cyklické polymery aldehydů
1436,291260,2017-01-01,2999-12-31,Paraformaldehyd
1437,291300,2017-01-01,2999-12-31,"Halogen-, sulfo-, nitro- nebo nitrosoderiváty cyklických polymerů aldehydů nebo paraformaldehydů"
1438,291411,2017-01-01,2999-12-31,Aceton
1439,291412,2017-01-01,2999-12-31,Butanon (methylethylketon)
1440,291413,2017-01-01,2999-12-31,4-Methyl-2-pentanon (methylisobutylketon)
1441,291419,2017-01-01,2999-12-31,"Acyklické ketony bez jiné kyslíkaté funkce (kromě acetonu, butanonu (methylethylketonu) a 4-methyl-2-pentanonu (methylis"
1442,291422,2017-01-01,2999-12-31,Cyklohexanon a methylcyklohexanony
1443,291423,2017-01-01,2999-12-31,Jonony a methyljonony
1444,291429,2017-01-01,2999-12-31,"Cykloalkanové, cykloalkenové nebo cykloterpenické ketony bez jiné kyslíkaté funkce (kromě cyklohexanonů, methylcyklohexa"
1445,291431,2017-01-01,2999-12-31,Fenylaceton (fenyl-2-propanon)
1446,291439,2017-01-01,2999-12-31,Aromatické ketony bez jiné kyslíkaté funkce (kromě fenylacetonu (fenyl-2-propanonu))
1447,291440,2017-01-01,2999-12-31,Ketoalkoholy a ketoaldehydy
1448,291450,2017-01-01,2999-12-31,Ketofenoly a ketony s jinou kyslíkatou funkcí
1449,291461,2017-01-01,2999-12-31,Antrachinon
1450,291462,2017-01-01,2999-12-31,Koenzym Q10 (ubidekarenon (INN))
1451,291469,2017-01-01,2999-12-31,Chinony (kromě antrachinonu a koenzymu Q10 (ubidekarenonu (INN))
1452,291471,2017-01-01,2999-12-31,Chlordekon (ISO)
1453,291479,2017-01-01,2999-12-31,"Halogen-, sulfo-, nitro- nebo nitrosoderiváty ketonů nebo chinonů (kromě chlordekonu (ISO) a anorganických nebo organick"
1454,291511,2017-01-01,2999-12-31,Kyselina mravenčí
1455,291512,2017-01-01,2999-12-31,Soli kyseliny mravenčí
1456,291513,2017-01-01,2999-12-31,Estery kyseliny mravenčí
1457,291521,2017-01-01,2999-12-31,Kyselina octová
1458,291524,2017-01-01,2999-12-31,Acetanhydrid
1459,291529,2017-01-01,2999-12-31,Soli kyseliny octové (kromě anorganických nebo organických sloučenin rtuti)
1460,291531,2017-01-01,2999-12-31,Ethylacetát
1461,291532,2017-01-01,2999-12-31,Vinylacetát
1462,291533,2017-01-01,2999-12-31,n-butylacetát
1463,291536,2017-01-01,2999-12-31,Dinoseb (ISO) acetát
1464,291539,2017-01-01,2999-12-31,"Estery kyseliny octové (kromě ethylacetátu, vinylacetátu, n-butylacetátu a dinoseb (ISO) acetátu)"
1465,291540,2017-01-01,2999-12-31,"Kyseliny mono-, di- nebo trichloroctové, jejich soli a estery"
1466,291550,2017-01-01,2999-12-31,"Propionová kyselina, její soli a estery"
1467,291560,2017-01-01,2999-12-31,"Kyseliny butanové, kyseliny pentanové, jejich soli a estery"
1468,291570,2017-01-01,2999-12-31,"Kyselina palmitová, kyselina stearová, jejich soli a estery"
1469,291590,2017-01-01,2999-12-31,"Nasycené acyklické monokarboxylové kyseliny a jejich anhydridy, halogenidy, peroxidy a peroxykyseliny; jejich halogen-,"
1470,291611,2017-01-01,2999-12-31,"Kyselina akrylová,soli"
1471,291612,2017-01-01,2999-12-31,Estery kyseliny akrylové
1472,291613,2017-01-01,2999-12-31,"Kyselina methakrylová,soli"
1473,291614,2017-01-01,2999-12-31,Estery kyseliny methakrylové
1474,291615,2017-01-01,2999-12-31,"Kyselina olej,linolová,linolenová,soli,estery"
1475,291616,2017-01-01,2999-12-31,Binapakryl (ISO)
1476,291619,2017-01-01,2999-12-31,"Kyseliny monokarboxyl.acyk.nenas.ost,deriváty"
1477,291620,2017-01-01,2999-12-31,"Kyseliny monokarboxyl.cykloalkan,-alken,-terp"
1478,291631,2017-01-01,2999-12-31,"Kyselina benzoová,soli,estery"
1479,291632,2017-01-01,2999-12-31,"Benzoylperoxid,benzoylchlorid"
1480,291634,2017-01-01,2999-12-31,Kyselina fenyloctová a její soli
1481,291639,2017-01-01,2999-12-31,"Kyseliny monokarboxylové aromat.ost,deriváty"
1482,291711,2017-01-01,2999-12-31,"Kyselina šťavelová,soli,estery"
1483,291712,2017-01-01,2999-12-31,"Kyselina adipová,soli,estery"
1484,291713,2017-01-01,2999-12-31,"Kyselina azelaová,sebaková,soli,estery"
1485,291714,2017-01-01,2999-12-31,Maleinanhydrid
1486,291719,2017-01-01,2999-12-31,"Kyseliny polykarboxylové acykl.ost,deriváty"
1487,291720,2017-01-01,2999-12-31,"Kyseliny polykarboxyl.cykloalkan,-alken,-terp"
1488,291732,2017-01-01,2999-12-31,Dioktylorthoftaláty
1489,291733,2017-01-01,2999-12-31,"Dinonyl,didecylorthoftaláty"
1490,291734,2017-01-01,2999-12-31,Estery kyseliny orthoftalové ostatní
1491,291735,2017-01-01,2999-12-31,Ftalanhydrid
1492,291736,2017-01-01,2999-12-31,"Kyselina tereftalová,soli"
1493,291737,2017-01-01,2999-12-31,Dimethyltereftalát
1494,291739,2017-01-01,2999-12-31,"Kyseliny polykarboxylové aromat.ost,driváty"
1495,291811,2017-01-01,2999-12-31,"Kyselina mléčná,soli,estery"
1496,291812,2017-01-01,2999-12-31,Kyselina vinná
1497,291813,2017-01-01,2999-12-31,"Soli,estery kyseliny vinné"
1498,291814,2017-01-01,2999-12-31,Kyselina citronová
1499,291815,2017-01-01,2999-12-31,"Soli,estery kyseliny citronové"
1500,291816,2017-01-01,2999-12-31,"Kyselina glukonová,soli,estery"
1501,291817,2017-01-01,2999-12-31,"2,2-Difenyl-2-hydroxyoctová kyselina (kyselina benzilová)"
1502,291818,2017-01-01,2999-12-31,Chlorbenzilát (ISO)
1503,291819,2017-01-01,2999-12-31,"Karboxylové kyseliny s alkoholovou funkcí, avšak bez jiné kyslíkaté funkce, jejich anhydridy, halogenidy, peroxidy, pero"
1504,291821,2017-01-01,2999-12-31,"Kyselina salicylová,soli"
1505,291822,2017-01-01,2999-12-31,"O-acetylsalicylová kyselina,soli,estery"
1506,291823,2017-01-01,2999-12-31,"Estery ostatní kyseliny salicylové,soli"
1507,291829,2017-01-01,2999-12-31,Kyseliny karboxylové s fenolickou funkcí ost.
1508,291830,2017-01-01,2999-12-31,"Kyseliny karboxyl.s aldehyd,ketonickou funkcí"
1509,291891,2017-01-01,2999-12-31,"2,4,5-T (ISO) (kys.2,4,5-trichlorfenoxyoctová),soli,estery"
1510,291899,2017-01-01,2999-12-31,"Kyseliny karboxylové s kyslíkatou funkcí,ost."
1511,291910,2017-01-01,2999-12-31,"Tris(2,3-dibrompropyl) fosfát"
1512,291990,2017-01-01,2999-12-31,"Estery kys.fosforečné,soli,laktofosfáty,deriváty,ost."
1513,292011,2017-01-01,2999-12-31,"Parathion (ISO),parathion-methyl (ISO) (methyl-parathion)"
1514,292019,2017-01-01,2999-12-31,"Estery triofosforečné,soli,deriváty,ost."
1515,292021,2017-01-01,2999-12-31,Dimethylfosfit
1516,292022,2017-01-01,2999-12-31,Diethylfosfit
1517,292023,2017-01-01,2999-12-31,Trimethylfosfit
1518,292024,2017-01-01,2999-12-31,Triethylfosfit
1519,292029,2017-01-01,2999-12-31,"Fosfity a jejich soli; jejich halogen-, sulfo-, nitro- nebo nitrosoderiváty (kromě dimethylfosfitu, diethylfosfitu, trim"
1520,292030,2017-01-01,2999-12-31,Endosulfan (ISO)
1521,292090,2017-01-01,2999-12-31,"Estery kyselin anorgan.ost,soli,deriváty"
1522,292111,2017-01-01,2999-12-31,"Methylamin,di-,trimethylamin,soli"
1523,292112,2017-01-01,2999-12-31,"2-(N,N-Dimethylamino)ethylchlorid-hydrochlorid"
1524,292113,2017-01-01,2999-12-31,"2-(N,N-Diethylamino)ethylchlorid-hydrochlorid"
1525,292114,2017-01-01,2999-12-31,"2-(N,N-Diisopropylamino)ethylchlorid-hydrochlorid"
1526,292119,2017-01-01,2999-12-31,"Monoaminy acyklické ostatní,deriváty,soli"
1527,292121,2017-01-01,2999-12-31,"Ethylendiamin,soli"
1528,292122,2017-01-01,2999-12-31,"Hexamethylendiamin,soli"
1529,292129,2017-01-01,2999-12-31,"Polyaminy acyklické ostatní,deriváty,soli"
1530,292130,2017-01-01,2999-12-31,"Mono-,polyaminy cykloal,-terpen,soli,deriváty"
1531,292141,2017-01-01,2999-12-31,"Anilin,soli"
1532,292142,2017-01-01,2999-12-31,"Deriváty anilinu,soli"
1533,292143,2017-01-01,2999-12-31,"Toluidiny,deriváty,soli"
1534,292144,2017-01-01,2999-12-31,"Difenylamin,deriváty,soli"
1535,292145,2017-01-01,2999-12-31,"1-naftylamin,2-naftylamin,deriváty,soli"
1536,292146,2017-01-01,2999-12-31,"Amfetaminy, benzfetaminy apod."
1537,292149,2017-01-01,2999-12-31,"Monoaminy aromatické ostatní,deriváty,soli"
1538,292151,2017-01-01,2999-12-31,"O-,m-,p-fenylendiamin,diaminotoluen,deri,soli"
1539,292159,2017-01-01,2999-12-31,"Polyaminy aromatické ostatní,deriváty,soli"
1540,292211,2017-01-01,2999-12-31,"Monoethanolamin,soli"
1541,292212,2017-01-01,2999-12-31,"Diethanolamin,soli"
1542,292214,2017-01-01,2999-12-31,Dextropropoxyfen (INN) a jeho soli
1543,292215,2017-01-01,2999-12-31,Triethanolamin
1544,292216,2017-01-01,2999-12-31,Diethanolamonium-perfluoroktansulfonát
1545,292217,2017-01-01,2999-12-31,Methyldiethanolamin a ethyldiethanolamin
1546,292218,2017-01-01,2999-12-31,"2-(N,N-Diisopropylamino)ethanol"
1547,292219,2017-01-01,2999-12-31,"Aminoalkoholy jiné než ty, které obsahují více než jeden druh kyslíkaté funkce, jejich ethery a estery; jejich soli (kro"
1548,292221,2017-01-01,2999-12-31,"Kyseliny aminohydroxynaftalensulfonové,soli"
1549,292229,2017-01-01,2999-12-31,"Aminonaftoly aj aminofenoly ost,ethery,soli"
1550,292231,2017-01-01,2999-12-31,"Amfepramon, methadon a jejich soli"
1551,292239,2017-01-01,2999-12-31,Ostatní aminoaldehydy
1552,292241,2017-01-01,2999-12-31,"Lysin,estery,soli"
1553,292242,2017-01-01,2999-12-31,"Kyselina glutamová,soli"
1554,292243,2017-01-01,2999-12-31,Kyselina anthranilová a její soli
1555,292244,2017-01-01,2999-12-31,Tilidin (INN) a jeho soli
1556,292249,2017-01-01,2999-12-31,"Aminokyseliny ostatní,estery,soli"
